datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,T_lag1,T_lag3,T_lag6,T_lag24,RH_lag1,RH_lag3,RH_lag6,RH_lag24,AH_lag1,AH_lag3,AH_lag6,AH_lag24,C6H6(GT)_lag1,C6H6(GT)_lag3,C6H6(GT)_lag6,C6H6(GT)_lag24,C6H6(GT)_rollmean_3,C6H6(GT)_rollmean_24,CO(GT)_lag1,CO(GT)_lag3,CO(GT)_lag6,CO(GT)_lag24,CO(GT)_rollmean_3,CO(GT)_rollmean_24
2004-04-24 04:00:00,0.9,948.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,4,5,4,15.7,16.1,19.2,14.1,53.6,57.4,44.9,53.9,0.9483,1.0451,0.9875,0.8633,5.8,13.4,13.0,2.3,6.20000000000001,17.779166666666665,1.1,2.6,2.2,0.6,1.2666666666666637,3.204166666666667
2004-04-24 05:00:00,0.7,933.0,65.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,5,5,4,16.9,16.3,18.8,14.2,49.8,55.3,47.7,52.2,0.9514,1.0178,1.0221,0.8413,3.8,9.0,11.8,2.9,4.433333333333343,17.812500000000004,0.9,1.8,2.0,0.6,0.8999999999999971,3.2083333333333326
2004-04-24 06:00:00,0.9,1021.0,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,6,5,4,14.8,15.7,18.2,14.3,57.7,53.6,49.7,55.4,0.9644,0.9483,1.0284,0.9003,3.7,5.8,13.4,4.9,4.400000000000009,17.845833333333335,0.7,1.1,2.8,0.8,0.8333333333333304,3.2125
2004-04-24 07:00:00,1.5,1134.0,151.0,10.0,979.0,106.0,794.0,73.0,1639.0,1140.0,14.6,56.8,0.9385,7,5,4,14.0,16.9,16.1,14.0,59.7,49.8,57.4,58.0,0.9499,0.9514,1.0451,0.9202,5.7,3.8,13.4,22.6,6.466666666666676,17.320833333333336,0.9,0.9,2.6,4.0,1.0333333333333303,3.108333333333333
2004-04-24 08:00:00,2.5,1311.0,305.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,8,5,4,14.6,14.8,16.3,15.4,56.8,57.7,55.3,53.3,0.9385,0.9644,1.0178,0.9289,10.0,3.7,9.0,31.1,10.233333333333343,16.650000000000002,1.5,0.7,1.8,5.6,1.6333333333333304,2.9791666666666665
2004-04-24 09:00:00,3.0,1409.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,9,5,4,16.7,14.0,15.7,19.1,51.9,59.7,53.6,42.1,0.9788,0.9499,0.9483,0.9233,15.0,5.7,5.8,22.1,13.533333333333344,16.379166666666666,2.5,0.9,1.1,5.0,2.3333333333333304,2.8958333333333335
2004-04-24 10:00:00,2.6,1301.0,321.0,12.3,1059.0,161.0,787.0,107.0,1727.0,1297.0,23.9,33.7,0.9837,10,5,4,20.0,14.6,16.9,23.7,45.0,56.8,49.8,31.0,1.039,0.9385,0.9514,0.8968,15.6,10.0,3.8,18.3,14.30000000000001,16.129166666666666,3.0,1.5,0.9,3.2,2.699999999999997,2.870833333333333
2004-04-24 11:00:00,2.6,1354.0,358.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,1.0209,11,5,4,23.9,16.7,14.8,26.9,33.7,51.9,57.7,25.7,0.9837,0.9788,0.9644,0.8942,12.3,15.0,3.7,22.0,14.100000000000009,15.812500000000002,2.6,2.5,0.7,3.8,2.7333333333333307,2.8208333333333333
2004-04-24 12:00:00,2.6,1391.0,350.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,1.1493,12,5,4,26.8,20.0,14.0,29.7,29.5,45.0,59.7,20.6,1.0209,1.039,0.9499,0.8478,14.4,15.6,5.7,20.1,13.766666666666675,15.583333333333334,2.6,3.0,0.9,3.3,2.6,2.7916666666666665
2004-04-24 13:00:00,1.9,1200.0,238.0,8.7,929.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,1.1217,13,5,4,27.2,23.9,14.6,29.2,32.4,33.7,56.8,21.5,1.1493,0.9837,0.9385,0.8573,14.6,12.3,10.0,18.9,12.566666666666677,15.158333333333333,2.6,2.6,1.5,3.0,2.366666666666664,2.745833333333333
2004-04-24 14:00:00,2.0,1338.0,215.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,1.2561,14,5,4,26.9,26.8,16.7,29.6,32.1,29.5,51.9,20.1,1.1217,1.0209,0.9788,0.8181,8.7,14.4,15.0,20.6,11.433333333333342,14.758333333333333,1.9,2.6,2.5,3.2,2.166666666666664,2.6958333333333333
2004-04-24 15:00:00,1.7,1223.0,192.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,1.1629,15,5,4,24.3,27.2,20.0,30.0,41.8,32.4,45.0,19.4,1.2561,1.1493,1.039,0.81,11.0,14.6,15.6,25.3,9.566666666666675,14.079166666666666,2.0,2.6,3.0,4.4,1.8666666666666636,2.583333333333333
2004-04-24 16:00:00,1.9,1278.0,205.0,10.7,1003.0,99.0,845.0,95.0,1691.0,909.0,27.0,31.8,1.1176,16,5,4,25.6,26.9,23.9,29.5,36.0,32.1,33.7,20.1,1.1629,1.1217,0.9837,0.8136,9.0,8.7,12.3,25.8,10.233333333333343,13.450000000000001,1.7,1.9,2.6,4.6,1.8666666666666636,2.470833333333333
2004-04-24 17:00:00,1.8,1257.0,165.0,9.9,973.0,90.0,860.0,93.0,1634.0,839.0,27.5,31.6,1.1417,17,5,4,27.0,24.3,26.8,27.0,31.8,41.8,29.5,26.8,1.1176,1.2561,1.0209,0.9403,10.7,11.0,14.4,30.6,9.866666666666676,12.5875,1.9,2.0,2.6,5.2,1.7999999999999972,2.3291666666666666
2004-04-24 18:00:00,2.8,1497.0,283.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,1.1838,18,5,4,27.5,25.6,27.2,24.9,31.6,36.0,32.4,30.8,1.1417,1.1629,1.1493,0.954,9.9,9.0,14.6,27.1,12.100000000000009,12.112499999999999,1.8,1.7,2.6,4.8,2.166666666666664,2.245833333333333
2004-04-24 19:00:00,3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,19,5,4,24.9,27.0,26.9,23.1,38.1,31.8,32.1,36.7,1.1838,1.1176,1.1217,1.0244,15.7,10.7,8.7,32.5,15.000000000000009,11.566666666666668,2.8,1.9,1.9,5.6,2.699999999999997,2.158333333333333
2004-04-24 20:00:00,3.4,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631,20,5,4,23.4,27.5,24.3,21.5,39.7,31.6,41.8,40.8,1.1276,1.1417,1.2561,1.0333,19.4,9.9,11.0,20.8,17.300000000000008,11.399999999999999,3.5,1.8,2.0,4.6,3.2333333333333303,2.108333333333333
2004-04-24 21:00:00,2.0,1169.0,202.0,6.8,850.0,88.0,906.0,79.0,1584.0,873.0,15.6,73.5,1.2953,21,5,4,21.2,24.9,25.6,20.5,50.8,38.1,36.0,41.5,1.2631,1.1838,1.1629,0.9864,16.8,15.7,9.0,10.9,14.333333333333343,11.229166666666666,3.4,2.8,1.7,1.8,2.9666666666666637,2.1166666666666667
2004-04-24 22:00:00,1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,22,5,4,15.6,23.4,27.0,19.2,73.5,39.7,31.8,44.9,1.2953,1.1276,1.1176,0.9875,6.8,19.4,10.7,13.0,8.866666666666676,10.8125,2.0,3.5,1.9,2.2,2.166666666666664,2.0708333333333333
2004-04-24 23:00:00,1.3,1004.0,71.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,1.0436,23,5,4,12.9,21.2,27.5,18.8,79.7,50.8,31.6,47.7,1.1774,1.2631,1.1417,1.0221,3.0,16.8,9.9,11.8,4.333333333333343,10.454166666666667,1.1,3.4,1.8,2.0,1.466666666666664,2.0416666666666665
2004-04-25 00:00:00,1.2,967.0,84.0,3.1,661.0,61.0,1181.0,67.0,1321.0,463.0,12.2,66.8,0.9455,0,6,4,11.5,15.6,24.9,18.2,76.9,73.5,38.1,49.7,1.0436,1.2953,1.1838,1.0284,3.2,6.8,15.7,13.4,3.10000000000001,10.025,1.3,2.0,2.8,2.8,1.199999999999997,1.9749999999999999
2004-04-25 01:00:00,1.3,984.0,70.0,3.9,707.0,71.0,1131.0,73.0,1359.0,494.0,12.4,64.1,0.9209,1,6,4,12.2,12.9,23.4,16.1,66.8,79.7,39.7,57.4,0.9455,1.1774,1.1276,1.0451,3.1,3.0,19.4,13.4,3.4000000000000092,9.629166666666666,1.2,1.1,3.5,2.6,1.2666666666666637,1.9208333333333334
2004-04-25 02:00:00,1.0,931.0,61.0,3.6,689.0,63.0,1161.0,73.0,1317.0,503.0,12.7,58.7,0.8605,2,6,4,12.4,11.5,21.2,16.3,64.1,76.9,50.8,55.3,0.9209,1.0436,1.2631,1.0178,3.9,3.2,16.8,9.0,3.5333333333333425,9.404166666666667,1.3,1.3,3.4,1.8,1.1666666666666636,1.8875000000000002
2004-04-25 03:00:00,1.3,966.0,92.0,4.5,737.0,43.0,1083.0,53.0,1363.0,581.0,12.6,58.6,0.8529,3,6,4,12.7,12.2,15.6,15.7,58.7,66.8,73.5,53.6,0.8605,0.9455,1.2953,0.9483,3.6,3.1,6.8,5.8,4.00000000000001,9.35,1.0,1.2,2.0,1.1,1.199999999999997,1.8958333333333333
2004-04-25 04:00:00,0.8,777.0,40.0,1.2,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,0.7374,4,6,4,12.6,12.4,12.9,16.9,58.6,64.1,79.7,49.8,0.8529,0.9209,1.1774,0.9514,4.5,3.9,3.0,3.8,3.100000000000009,9.241666666666665,1.3,1.3,1.1,0.9,1.0333333333333303,1.8916666666666666
2004-04-25 05:00:00,0.3,763.0,20.0,0.7,471.0,14.0,1783.0,20.0,1098.0,305.0,12.5,50.9,0.7346,5,6,4,12.5,12.7,11.5,14.8,51.2,58.7,76.9,57.7,0.7374,0.8605,1.0436,0.9644,1.2,3.6,3.2,3.7,2.133333333333343,9.116666666666667,0.8,1.0,1.3,0.7,0.799999999999997,1.875
2004-04-25 06:00:00,0.5,804.0,31.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,6,6,4,12.5,12.6,12.2,14.0,50.9,58.6,66.8,59.7,0.7346,0.8529,0.9455,0.9499,0.7,4.5,3.1,5.7,1.0000000000000095,8.924999999999999,0.3,1.3,1.2,0.9,0.5333333333333304,1.8583333333333334
2004-04-25 07:00:00,0.6,830.0,41.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,0.7487,7,6,4,12.8,12.5,12.4,14.6,49.3,51.2,64.1,56.8,0.7285,0.7374,0.9209,0.9385,1.1,1.2,3.9,10.0,1.0666666666666762,8.566666666666666,0.5,0.8,1.3,1.5,0.4666666666666637,1.8208333333333335
2004-04-25 08:00:00,0.6,833.0,40.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,8,6,4,13.5,12.5,12.7,16.7,48.6,50.9,58.7,51.9,0.7487,0.7346,0.8605,0.9788,1.4,0.7,3.6,15.0,1.366666666666676,8.008333333333333,0.6,0.3,1.0,2.5,0.5666666666666637,1.7416666666666665
2004-04-25 09:00:00,0.8,875.0,35.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,0.7487,9,6,4,14.4,12.8,12.6,20.0,45.9,49.3,58.6,45.0,0.7476,0.7285,0.8529,1.039,1.6,1.1,4.5,15.6,1.7666666666666762,7.454166666666667,0.6,0.5,1.3,3.0,0.6666666666666637,1.6500000000000001
2004-04-25 10:00:00,1.0,882.0,44.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,0.7236,10,6,4,15.1,13.5,12.5,23.9,43.9,48.6,51.2,33.7,0.7487,0.7487,0.7374,0.9837,2.3,1.4,1.2,12.3,2.1333333333333426,7.045833333333334,0.8,0.6,0.8,2.6,0.799999999999997,1.5833333333333333
2004-04-25 11:00:00,0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,11,6,4,16.6,14.4,12.5,26.8,38.6,45.9,50.9,29.5,0.7236,0.7476,0.7346,1.0209,2.5,1.6,0.7,14.4,2.5000000000000093,6.558333333333334,1.0,0.6,0.3,2.6,0.8999999999999971,1.5125
2004-04-25 12:00:00,1.0,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,12,6,4,17.2,15.1,12.8,27.2,35.0,43.9,49.3,32.4,0.6789,0.7487,0.7285,1.1493,2.7,2.3,1.1,14.6,2.633333333333343,6.0625,0.9,0.8,0.5,2.6,0.9666666666666638,1.445833333333333
2004-04-25 13:00:00,0.8,830.0,46.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,0.6234,13,6,4,17.4,16.6,13.5,26.9,33.9,38.6,48.6,32.1,0.6683,0.7236,0.7487,1.1217,2.7,2.5,1.4,8.7,2.533333333333343,5.791666666666667,1.0,1.0,0.6,1.9,0.8999999999999971,1.3999999999999997
2004-04-25 14:00:00,0.7,807.0,50.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,0.5675,14,6,4,17.9,17.2,14.4,24.3,30.7,35.0,45.9,41.8,0.6234,0.6789,0.7476,1.2561,2.2,2.7,1.6,11.0,2.3000000000000096,5.416666666666667,0.8,0.9,0.6,2.0,0.8333333333333304,1.3458333333333332
2004-04-25 15:00:00,0.9,873.0,51.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,0.5738,15,6,4,18.3,17.4,15.1,25.6,27.2,33.9,43.9,36.0,0.5675,0.6683,0.7487,1.1629,2.0,2.7,2.3,9.0,2.5333333333333425,5.183333333333333,0.7,1.0,0.8,1.7,0.7999999999999972,1.3124999999999998
2004-04-25 16:00:00,1.3,931.0,64.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,0.563,16,6,4,19.4,17.9,16.6,27.0,25.7,30.7,38.6,31.8,0.5738,0.6234,0.7236,1.1176,3.4,2.2,2.5,10.7,3.300000000000009,4.925,0.9,0.8,1.0,1.9,0.9666666666666638,1.2874999999999999
2004-04-25 17:00:00,1.4,918.0,138.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625,17,6,4,20.2,18.3,17.2,27.5,24.1,27.2,35.0,31.6,0.563,0.5675,0.6789,1.1417,4.5,2.0,2.7,9.9,4.200000000000009,4.708333333333333,1.3,0.7,0.9,1.8,1.1999999999999968,1.2708333333333333
2004-04-25 18:00:00,1.5,1001.0,137.0,6.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,0.5843,18,6,4,19.6,19.4,17.4,24.9,24.9,25.7,33.9,38.1,0.5625,0.5738,0.6683,1.1838,4.7,3.4,2.7,15.7,5.066666666666676,4.304166666666666,1.4,0.9,1.0,2.8,1.399999999999997,1.2166666666666666
2004-04-25 19:00:00,2.7,1169.0,303.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,0.6129,19,6,4,18.5,20.2,17.9,23.4,27.8,24.1,30.7,39.7,0.5843,0.563,0.6234,1.1276,6.0,4.5,2.2,19.4,7.466666666666676,3.983333333333334,1.5,1.3,0.8,3.5,1.8666666666666638,1.1833333333333333
2004-04-25 20:00:00,2.5,1085.0,204.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,0.6353,20,6,4,17.8,19.6,18.3,21.2,30.3,24.9,27.2,50.8,0.6129,0.5625,0.5675,1.2631,11.7,4.7,2.0,16.8,8.633333333333342,3.625,2.7,1.4,0.7,3.4,2.2333333333333307,1.1458333333333333
2004-04-25 21:00:00,1.4,940.0,95.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,0.6447,21,6,4,16.6,18.5,19.4,15.6,34.0,27.8,25.7,73.5,0.6353,0.5843,0.5738,1.2953,8.2,6.0,3.4,6.8,8.333333333333343,3.5541666666666667,2.5,1.5,0.9,2.0,2.1999999999999975,1.1208333333333333
2004-04-25 22:00:00,2.8,1126.0,347.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,0.6595,22,6,4,15.5,17.8,20.2,12.9,37.0,30.3,24.1,79.7,0.6447,0.6129,0.563,1.1774,5.1,11.7,4.5,3.0,8.766666666666675,3.970833333333333,1.4,2.7,1.3,1.1,2.2333333333333303,1.1916666666666667
2004-04-25 23:00:00,2.1,978.0,252.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,0.6896,23,6,4,14.8,16.6,19.6,11.5,39.5,34.0,24.9,76.9,0.6595,0.6353,0.5625,1.0436,13.0,8.2,4.7,3.2,8.366666666666676,4.129166666666666,2.8,2.5,1.4,1.3,2.0999999999999974,1.2249999999999999
2004-04-26 00:00:00,1.1,893.0,66.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,0,0,4,14.5,15.5,18.5,12.2,42.0,37.0,27.8,66.8,0.6896,0.6447,0.5843,0.9455,7.0,5.1,6.0,3.1,7.966666666666676,4.1625000000000005,2.1,1.4,1.5,1.2,1.9999999999999971,1.2208333333333332
2004-04-26 01:00:00,0.7,838.0,45.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333,1,0,4,14.1,14.8,17.8,12.4,44.9,39.5,30.3,64.1,0.7206,0.6595,0.6129,0.9209,3.9,13.0,11.7,3.9,4.366666666666676,4.091666666666667,1.1,2.8,2.7,1.3,1.2999999999999972,1.195833333333333
2004-04-26 02:00:00,0.4,803.0,36.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,0.7247,2,0,4,14.2,14.5,16.6,12.7,45.5,42.0,34.0,58.7,0.7333,0.6896,0.6353,0.8605,2.2,7.0,8.2,3.6,2.466666666666676,3.9958333333333336,0.7,2.1,2.5,1.0,0.7333333333333306,1.1708333333333332
2004-04-26 03:00:00,0.3,775.0,26.0,0.8,477.0,13.5,1722.0,21.0,1115.0,335.0,14.0,44.3,0.7038,3,0,4,14.1,14.1,15.5,12.6,45.3,44.9,37.0,58.6,0.7247,0.7206,0.6447,0.8529,1.3,3.9,5.1,4.5,1.4333333333333431,3.841666666666667,0.4,1.1,1.4,1.3,0.46666666666666384,1.1291666666666667
2004-04-26 04:00:00,0.4,767.0,17.0,0.6,454.0,10.0,1826.0,17.0,1091.0,319.0,14.1,43.0,0.689,4,0,4,14.0,14.2,14.8,12.5,44.3,45.5,39.5,51.2,0.7038,0.7333,0.6595,0.7374,0.8,2.2,13.0,1.2,0.9000000000000096,3.8166666666666664,0.3,0.7,2.8,0.8,0.36666666666666387,1.1125
2004-04-26 05:00:00,0.4,809.0,21.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,0.6923,5,0,4,14.1,14.1,14.5,12.5,43.0,45.3,42.0,50.9,0.689,0.7247,0.6896,0.7346,0.6,1.3,7.0,0.7,0.866666666666676,3.8375,0.4,0.4,2.1,0.3,0.36666666666666387,1.1166666666666665
2004-04-26 06:00:00,0.8,898.0,60.0,3.4,676.0,70.0,1271.0,72.0,1307.0,517.0,14.0,43.8,0.6959,6,0,4,13.9,14.0,14.1,12.8,43.9,44.3,44.9,49.3,0.6923,0.7038,0.7206,0.7285,1.2,0.8,3.9,1.1,1.733333333333343,3.9333333333333336,0.4,0.3,1.1,0.5,0.5333333333333306,1.1291666666666667
2004-04-26 07:00:00,1.9,1053.0,155.0,7.5,880.0,116.0,982.0,91.0,1464.0,786.0,14.4,43.6,0.7113,7,0,4,14.0,14.1,14.2,13.5,43.8,43.0,45.5,48.6,0.6959,0.689,0.7333,0.7487,3.4,0.6,2.2,1.4,4.033333333333343,4.1875,0.8,0.4,0.7,0.6,1.0333333333333306,1.1833333333333333
2004-04-26 08:00:00,2.1,1033.0,235.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,8,0,4,14.4,13.9,14.1,14.4,43.6,43.9,45.3,45.9,0.7113,0.6923,0.7247,0.7476,7.5,1.2,1.3,1.6,6.600000000000009,4.491666666666666,1.9,0.4,0.4,0.6,1.5999999999999972,1.2458333333333333
2004-04-26 09:00:00,1.4,941.0,89.0,5.3,780.0,113.0,1080.0,84.0,1343.0,720.0,16.3,38.4,0.7052,9,0,4,15.0,14.0,14.0,15.1,41.7,43.8,44.3,43.9,0.7093,0.6959,0.7038,0.7487,8.9,3.4,0.8,2.3,7.233333333333342,4.616666666666667,2.1,0.8,0.3,0.8,1.7999999999999972,1.2708333333333333
2004-04-26 10:00:00,1.4,941.0,76.0,5.4,782.0,110.0,1102.0,83.0,1328.0,668.0,18.3,32.3,0.676,10,0,4,16.3,14.4,14.1,16.6,38.4,43.6,43.0,38.6,0.7052,0.7113,0.689,0.7236,5.3,7.5,0.6,2.5,6.533333333333343,4.7375,1.4,1.9,0.4,1.0,1.6333333333333304,1.2874999999999999
2004-04-26 11:00:00,1.3,917.0,101.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,0.6821,11,0,4,18.3,15.0,13.9,17.2,32.3,41.7,43.9,35.0,0.676,0.7093,0.6923,0.6789,5.4,8.9,1.2,2.7,5.30000000000001,4.841666666666667,1.4,2.1,0.4,0.9,1.3666666666666638,1.3041666666666665
2004-04-26 12:00:00,1.5,977.0,109.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968,12,0,4,18.8,16.3,14.0,17.4,31.7,38.4,43.8,33.9,0.6821,0.7052,0.6959,0.6683,5.2,5.3,3.4,2.7,5.733333333333344,5.004166666666666,1.3,1.4,0.8,1.0,1.399999999999997,1.325
2004-04-26 13:00:00,1.6,994.0,143.0,6.9,851.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,0.7176,13,0,4,19.6,18.3,14.4,17.9,30.9,32.3,43.6,30.7,0.6968,0.676,0.7113,0.6234,6.6,5.4,7.5,2.2,6.233333333333342,5.2,1.5,1.4,1.9,0.8,1.466666666666664,1.3583333333333334
2004-04-26 14:00:00,1.3,942.0,104.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7,32.5,0.7396,14,0,4,20.2,18.8,15.0,18.3,30.7,31.7,41.7,27.2,0.7176,0.6821,0.7093,0.5675,6.9,5.2,8.9,2.0,6.300000000000009,5.341666666666666,1.6,1.3,2.1,0.7,1.466666666666664,1.383333333333333
2004-04-26 15:00:00,1.4,981.0,107.0,6.0,810.0,86.0,1060.0,77.0,1395.0,605.0,20.7,31.6,0.7602,15,0,4,19.7,19.6,16.3,19.4,32.5,30.9,38.4,25.7,0.7396,0.6968,0.7052,0.5738,5.4,6.6,5.3,3.4,6.100000000000009,5.45,1.3,1.5,1.4,0.9,1.4333333333333307,1.4041666666666666
2004-04-26 16:00:00,1.5,984.0,133.0,6.4,832.0,91.0,1034.0,81.0,1410.0,636.0,20.0,32.7,0.7545,16,0,4,20.7,20.2,18.3,20.2,31.6,30.7,32.3,24.1,0.7602,0.7176,0.676,0.563,6.0,6.9,5.4,4.5,5.933333333333343,5.529166666666668,1.4,1.6,1.4,1.3,1.399999999999997,1.4124999999999999
2004-04-26 17:00:00,2.2,1116.0,171.0,10.7,1003.0,119.0,864.0,101.0,1625.0,886.0,18.6,35.4,0.7535,17,0,4,20.0,19.7,18.8,19.6,32.7,32.5,31.7,24.9,0.7545,0.7396,0.6821,0.5625,6.4,5.4,5.2,4.7,7.70000000000001,5.779166666666666,1.5,1.3,1.3,1.4,1.6999999999999973,1.445833333333333
2004-04-26 18:00:00,3.2,1181.0,405.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3,35.9,0.7501,18,0,4,18.6,20.7,19.6,18.5,35.4,31.6,30.9,27.8,0.7535,0.7602,0.6968,0.5843,10.7,6.0,6.6,6.0,10.333333333333343,6.108333333333333,2.2,1.4,1.5,1.5,2.299999999999997,1.5166666666666666
2004-04-26 19:00:00,3.0,1163.0,334.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,0.7568,19,0,4,18.3,20.0,20.2,17.8,35.9,32.7,30.7,30.3,0.7501,0.7545,0.7176,0.6129,13.9,6.4,6.9,11.7,12.366666666666676,6.141666666666667,3.2,1.5,1.6,2.7,2.799999999999997,1.5291666666666668
2004-04-26 20:00:00,2.6,1081.0,236.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3,38.8,0.7584,20,0,4,17.8,18.6,19.7,16.6,37.5,35.4,32.5,34.0,0.7568,0.7535,0.7396,0.6353,12.5,10.7,5.4,8.2,11.900000000000011,6.1875,3.0,2.2,1.3,2.5,2.9333333333333305,1.5333333333333332
2004-04-26 21:00:00,1.6,1017.0,99.0,6.7,842.0,89.0,1000.0,101.0,1441.0,846.0,17.3,38.8,0.7596,21,0,4,17.3,18.3,20.7,15.5,38.8,35.9,31.6,37.0,0.7584,0.7501,0.7602,0.6447,9.3,13.9,6.0,5.1,9.500000000000009,6.254166666666666,2.6,3.2,1.4,1.4,2.3999999999999972,1.5416666666666667
2004-04-26 22:00:00,1.5,966.0,93.0,5.3,778.0,79.0,1057.0,89.0,1359.0,755.0,16.4,40.8,0.7542,22,0,4,17.3,17.8,20.0,14.8,38.8,37.5,32.7,39.5,0.7596,0.7568,0.7545,0.6595,6.7,12.5,6.4,13.0,7.100000000000009,5.933333333333333,1.6,3.0,1.5,2.8,1.8999999999999975,1.4874999999999998
2004-04-26 23:00:00,1.2,924.0,82.0,4.0,709.0,63.0,1158.0,75.0,1318.0,610.0,16.0,41.4,0.7487,23,0,4,16.4,17.3,18.6,14.5,40.8,38.8,35.4,42.0,0.7542,0.7584,0.7535,0.6896,5.3,9.3,10.7,7.0,5.333333333333343,5.808333333333333,1.5,2.6,2.2,2.1,1.4333333333333307,1.45
2004-04-27 00:00:00,0.8,861.0,51.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,0.7482,0,1,4,16.0,17.3,18.3,14.1,41.4,38.8,35.9,44.9,0.7487,0.7596,0.7501,0.7206,4.0,6.7,13.9,3.9,3.833333333333343,5.737500000000001,1.2,1.6,3.2,1.1,1.1666666666666639,1.4375
2004-04-27 01:00:00,0.7,826.0,41.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,0.7539,1,1,4,15.4,16.4,17.8,14.2,43.0,40.8,37.5,45.5,0.7482,0.7542,0.7568,0.7333,2.2,5.3,12.5,2.2,2.633333333333343,5.716666666666666,0.8,1.5,3.0,0.7,0.8999999999999971,1.4375
2004-04-27 02:00:00,0.5,846.0,31.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,0.7651,2,1,4,15.7,16.0,17.3,14.1,42.5,41.4,38.8,45.3,0.7539,0.7487,0.7584,0.7247,1.7,4.0,9.3,1.3,1.8333333333333428,5.729166666666667,0.7,1.2,2.6,0.4,0.6666666666666639,1.4416666666666667
